name,manufacturer,price,speed,ramType,speedMHz,formFactor,moduleCount,capacityGBs,color,casLatency,firstWordLatency,voltage,isECC,isRegistered,hasHeatSpreader,URL
TEAMGROUP TPD416G3200HC2201 16 GB,TEAMGROUP,$199.21+,DDR4-3200,DDR4,3200,DIMM,1,16,Black / Gold,22,13.75,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/NBrqqs/teamgroup-tpd416g3200hc2201-16-gb-1-x-16-gb-ddr4-3200-cl22-memory-tpd416g3200hc2201
Mushkin Redline Lumina White 32 GB,Mushkin,N/A,DDR5-6000,DDR5,6000,DIMM,2,32,White,36,12,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/TgcgXL/mushkin-redline-lumina-white-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-mlb5c600dddm16gx2
Kingston FURY Renegade 24 GB,Kingston,N/A,DDR5-6400,DDR5,6400,DIMM,1,24,Silver / Black,32,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/rqzXsY/kingston-fury-renegade-24-gb-1-x-24-gb-ddr5-6400-cl32-memory-kf564c32rs-24
G.Skill Trident Z5 RGB 96 GB,G.Skill,N/A,DDR5-6000,DDR5,6000,DIMM,2,96,Black / White,30,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/wfjv6h/gskill-trident-z5-rgb-96-gb-2-x-48-gb-ddr5-6000-cl30-memory-f5-6000j3036f48gx2-tz5rw
G.Skill Trident Z5 Royal 48 GB,G.Skill,N/A,DDR5-8000,DDR5,8000,DIMM,2,48,Silver,40,10,1.3,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/YY7MnQ/gskill-trident-z5-royal-48-gb-2-x-24-gb-ddr5-8000-cl40-memory-f5-8000j4048e24gx2-tr5s
Crucial CT2KIT51272AF667 8 GB,Crucial,$58.99+,DDR2-667,DDR2,667,DIMM,2,8,Green,5,14.993,1.8,TRUE,TRUE,TRUE,https://pcpartpicker.com/product/hDvRsY/crucial-memory-ct2kit51272af667
G.Skill Ripjaws X 16 GB,G.Skill,$122.02+,DDR3-1866,DDR3,1866,DIMM,4,16,Black / Red,9,9.646,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/GWqdnQ/gskill-memory-f314900cl9q16gbxl
Samsung MV-2V1G4D/US 2 GB,Samsung,$36.21 ,DDR2-800,DDR2,800,DIMM,2,2,Black,6,15,1.8,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/nBBv6h/samsung-memory-mv2v1g4dus
G.Skill Ripjaws 8 GB,G.Skill,N/A,DDR3-1600,DDR3,1600,SODIMM,1,8,N/A,11,13.75,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/n6YXsY/gskill-memory-f31600c11s8grsl
G.Skill Ripjaws 32 GB,G.Skill,N/A,DDR4-2400,DDR4,2400,DIMM,4,32,Blue,15,12.5,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/QQjG3C/gskill-memory-f42400c15q32grb
Kingston ValueRAM 16 GB,Kingston,$29.99+,DDR3-1600,DDR3,1600,DIMM,1,16,Green,11,13.75,1.5,TRUE,TRUE,FALSE,https://pcpartpicker.com/product/MCfp99/kingston-memory-kvr16r11d416i
Crucial CT204864BF160B 16 GB,Crucial,$149.79+,DDR3-1600,DDR3,1600,SODIMM,1,16,Black / Green,11,13.75,1.35,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/FvWrxr/crucial-memory-ct204864bf160b
G.Skill Trident Z 32 GB,G.Skill,N/A,DDR4-3200,DDR4,3200,DIMM,4,32,Red / Silver,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/whtWGX/gskill-memory-f43200c16q32gtz
G.Skill Ripjaws V 16 GB,G.Skill,N/A,DDR4-3000,DDR4,3000,DIMM,2,16,Black,14,9.333,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/L2mxFT/gskill-memory-f43000c14d16gvk
G.Skill Trident Z 32 GB,G.Skill,N/A,DDR4-3200,DDR4,3200,DIMM,2,32,Red / Silver,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/vntWGX/gskill-memory-f43200c16d32gtza
G.Skill Ripjaws 8 GB,G.Skill,N/A,DDR4-2800,DDR4,2800,SODIMM,1,8,Black / Blue,18,12.857,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/9JM323/gskill-memory-f42800c18s8grs
G.Skill FORTIS 32 GB,G.Skill,N/A,DDR4-2133,DDR4,2133,DIMM,2,32,Black / Red,15,14.065,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/bKTrxr/gskill-fortis-32gb-2-x-16gb-ddr4-2133-memory-f4-2133c15d-32gft
G.Skill FORTIS 64 GB,G.Skill,N/A,DDR4-2400,DDR4,2400,DIMM,4,64,Black / Red,16,13.333,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/RvGj4D/gskill-fortis-64gb-4-x-16gb-ddr4-2400-memory-f4-2400c16q-64gft
G.Skill Ripjaws 32 GB,G.Skill,N/A,DDR4-3200,DDR4,3200,SODIMM,2,32,Blue / Black,18,11.25,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/jBrmP6/gskill-ripjaws-32gb-2-x-16gb-ddr4-3200-memory-f4-3200c18d-32grs
Kingston HyperX Fury RGB 16 GB,Kingston,N/A,DDR4-3466,DDR4,3466,DIMM,1,16,Black,16,9.233,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/J7XYcf/kingston-hyperx-fury-rgb-16-gb-1-x-16-gb-ddr4-3466-memory-hx434c16fb3a16
Thermaltake TOUGHRAM 16 GB,Thermaltake,N/A,DDR4-3200,DDR4,3200,DIMM,2,16,Black / Silver,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/mpQfrH/thermaltake-toughpower-16-gb-2-x-8-gb-ddr4-3200-memory-r017d408gx2-3200c16a
TEAMGROUP T-Force Vulcan Z 32 GB,TEAMGROUP,N/A,DDR4-3200,DDR4,3200,DIMM,1,32,Gray / Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/3VRgXL/team-t-force-vulcan-z-32-gb-1-x-32-gb-ddr4-3200-cl16-memory-tlzgd432g3200hc16c01
TEAMGROUP T-Force Xtreem ARGB 64 GB,TEAMGROUP,N/A,DDR4-3600,DDR4,3600,DIMM,2,64,Black,18,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/L4Gbt6/team-t-force-xtreem-argb-64-gb-2-x-32-gb-ddr4-3600-cl18-memory-tf10d464g3600hc18jdc01
G.Skill Trident Z Royal Elite 16 GB,G.Skill,N/A,DDR4-3600,DDR4,3600,DIMM,2,16,Silver,14,7.778,1.45,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/MTrRsY/gskill-trident-z-royal-elite-16-gb-2-x-8-gb-ddr4-3600-cl14-memory-f4-3600c14d-16gtesa
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,TEAMGROUP,N/A,DDR5-5200,DDR5,5200,DIMM,2,32,Black,40,15.385,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/FZmmP6/teamgroup-t-force-delta-tuf-gaming-alliance-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-ff5d532g5200hc40cdc01
Kingston FURY Renegade 16 GB,Kingston,N/A,DDR4-5133,DDR4,5133,DIMM,2,16,Black,20,7.793,1.55,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/cGZ9TW/kingston-fury-renegade-16-gb-2-x-8-gb-ddr4-5133-cl20-memory-kf451c20rbk216
Kingston Server Premier 8 GB,Kingston,$47.99 ,DDR4-3200,DDR4,3200,DIMM,1,8,N/A,22,13.75,1.2,TRUE,FALSE,FALSE,https://pcpartpicker.com/product/nF7p99/kingston-server-premier-8-gb-1-x-8-gb-ddr4-3200-cl22-memory-ksm32es88hd
Patriot Viper Elite II 8 GB,Patriot,$54.99+,DDR4-4000,DDR4,4000,DIMM,1,8,Red / Black,20,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/rfpzK8/patriot-viper-elite-ii-8-gb-1-x-8-gb-ddr4-4000-cl20-memory-pve248g400c0
TEAMGROUP Elite 64 GB,TEAMGROUP,N/A,DDR5-4800,DDR5,4800,DIMM,2,64,Black,40,16.667,1.1,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/jtZ9TW/teamgroup-elite-64-gb-2-x-32-gb-ddr5-4800-cl40-memory-ted564g4800c40dc01
Mushkin Redline 32 GB,Mushkin,N/A,DDR4-3200,DDR4,3200,DIMM,2,32,White,14,8.75,1.4,TRUE,FALSE,TRUE,https://pcpartpicker.com/product/m6JgXL/mushkin-redline-32-gb-2-x-16-gb-ddr4-3200-cl14-memory-mrd4e320ejjp16gx2
Mushkin Silverline 8 GB,Mushkin,$141.99+,DDR4-2666,DDR4,2666,DIMM,2,8,Silver,19,14.254,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/yjddnQ/mushkin-silverline-8-gb-2-x-4-gb-ddr4-2666-cl19-memory-msl4u266kf4gx2
Silicon Power XPOWER Zenith RGB Gaming 32 GB,Silicon Power,N/A,DDR5-5600,DDR5,5600,DIMM,2,32,White,40,14.286,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/WHXJ7P/silicon-power-xpower-zenith-rgb-gaming-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-sp032gxlwu560fdh
Corsair Dominator Platinum RGB 64 GB,Corsair,N/A,DDR5-5200,DDR5,5200,DIMM,2,64,Black,40,15.385,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/R8nypg/corsair-dominator-platinum-rgb-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-cmt64gx5m2b5200z40k
Corsair Dominator Platinum RGB 64 GB,Corsair,N/A,DDR5-5200,DDR5,5200,DIMM,2,64,Black,40,15.385,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/QLkH99/corsair-dominator-platinum-rgb-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-cmt64gx5m2x5200c40
TEAMGROUP TPRD416G3200HC2201 16 GB,TEAMGROUP,N/A,DDR4-3200,DDR4,3200,DIMM,1,16,Red / Black,22,13.75,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/7Z26Mp/teamgroup-tprd416g3200hc2201-16-gb-1-x-16-gb-ddr4-3200-cl22-memory-tprd416g3200hc2201
Mushkin Redline 96 GB,Mushkin,N/A,DDR5-5600,DDR5,5600,SODIMM,2,96,Black,46,16.429,1.1,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/3GzXsY/mushkin-redline-96-gb-2-x-48-gb-ddr5-5600-sodimm-cl46-memory-mra5s560lkkd48gx2
Kingston FURY Renegade Pro 64 GB,Kingston,"$1,199.99 ",DDR5-5600,DDR5,5600,DIMM,4,64,Black,36,12.857,1.25,TRUE,TRUE,FALSE,https://pcpartpicker.com/product/tBTZxr/kingston-fury-renegade-pro-64-gb-4-x-16-gb-registered-ddr5-5600-cl36-memory-kf556r36rbk4-64
TEAMGROUP Xtreem 48 GB,TEAMGROUP,N/A,DDR5-7600,DDR5,7600,DIMM,2,48,White,36,9.474,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/7fJp99/teamgroup-xtreem-48-gb-2-x-24-gb-ddr5-7600-cl36-memory-ffwd548g7600hc36edc01
G.Skill Ripjaws 64 GB,G.Skill,$679.99 ,DDR5-4800,DDR5,4800,SODIMM,2,64,Black,40,16.667,1.1,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/pJG2FT/gskill-ripjaws-64-gb-2-x-32-gb-ddr5-4800-sodimm-cl40-memory-f5-4800s4039a32gx2-rs
Corsair Dominator 4 GB,Corsair,N/A,DDR3-1600,DDR3,1600,DIMM,2,4,Black / Blue,8,10,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/GvGkcf/corsair-memory-cmp4gx3m2a1600c8
Corsair Dominator 12 GB,Corsair,N/A,DDR3-1600,DDR3,1600,DIMM,6,12,Black / Blue,8,10,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/MPkD4D/corsair-memory-cmd12gx3m6a1600c8
Corsair XMS2 4 GB,Corsair,N/A,DDR2-800,DDR2,800,DIMM,2,4,Black / Blue,5,12.5,1.8,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/kGFPxr/corsair-memory-twin2x40966400c5c
Crucial CT2KIT25664BA1339 4 GB,Crucial,$27.99+,DDR3-1333,DDR3,1333,DIMM,2,4,Green,9,13.503,1.5,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/FJdqqs/crucial-memory-ct2kit25664ba1339
Kingston ValueRAM 1 GB,Kingston,$24.95+,DDR2-533,DDR2,533,DIMM,1,1,Green,4,15.009,1.8,TRUE,FALSE,FALSE,https://pcpartpicker.com/product/2FkD4D/kingston-memory-kvr533d2e41g
Kingston ValueRAM 2 GB,Kingston,$38.46+,DDR2-667,DDR2,667,DIMM,2,2,Green,5,14.993,1.8,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/BDH323/kingston-memory-kvr667d2k22gr
OCZ Gold Edition 4 GB,OCZ,N/A,DDR3-1066,DDR3,1066,DIMM,2,4,Black / Gold,7,13.133,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/23DwrH/ocz-memory-ocz3g10664gk
ADATA Gaming 1 GB,ADATA,N/A,DDR3-1600,DDR3,1600,DIMM,1,1,Black,9,11.25,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/btfp99/a-data-memory-ax3u1600gb1g9cg
Crucial Ballistix 1 GB,Crucial,N/A,DDR3-1600,DDR3,1600,DIMM,1,1,Orange,8,10,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/MR3RsY/crucial-memory-bl12864bn1608
G.Skill PI 8 GB,G.Skill,N/A,DDR3-1600,DDR3,1600,DIMM,4,8,Black / Blue,6,7.5,1.6,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/zjV48d/gskill-memory-f312800cl6q8gbpi
Patriot Gamer 4 GB,Patriot,$69.89+,DDR3-1600,DDR3,1600,DIMM,2,4,Black / Green,9,11.25,1.8,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/sLR48d/patriot-memory-pgs34g1600elk
Patriot Viper Xtreme 6 GB,Patriot,$98.68+,DDR3-1600,DDR3,1600,DIMM,3,6,Black / Silver,8,10,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/myzv6h/patriot-memory-px736g1600llk
Crucial Ballistix Tracer 2 GB,Crucial,N/A,DDR3-1333,DDR3,1333,DIMM,2,2,Red / Silver,7,10.503,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/GB3RsY/crucial-memory-bl2kit12864tr1337
Kingston HyperX T1 6 GB,Kingston,N/A,DDR3-2000,DDR3,2000,DIMM,3,6,Blue,9,9,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/ZnvRsY/kingston-memory-khx2000c9ad3t1k36gx
G.Skill Ripjaws 8 GB,G.Skill,$38.76 ,DDR3-1333,DDR3,1333,DIMM,2,8,Black / Red,9,13.503,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/9xMFf7/gskill-memory-f310666cl9d8gbrl
G.Skill F3-10666CL9D-4GBNQ 4 GB,G.Skill,N/A,DDR3-1333,DDR3,1333,DIMM,2,4,Red / Silver,9,13.503,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Jng323/gskill-memory-f310666cl9d4gbnq
G.Skill Ripjaws X + Turbulence II 4 GB,G.Skill,N/A,DDR3-2133,DDR3,2133,DIMM,2,4,Black / Blue,9,8.439,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/gkBv6h/gskill-memory-f317000cl9d4gbxmd
Corsair XMS3 12 GB,Corsair,N/A,DDR3-2000,DDR3,2000,DIMM,3,12,Black / White,9,9,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/NHMFf7/corsair-memory-cmx12gx3m3a2000c9
Kingston ValueRAM 2 GB,Kingston,N/A,DDR3-1066,DDR3,1066,DIMM,2,2,Green,7,13.133,1.5,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/6cK7YJ/kingston-memory-kvr1066d3k22gr
GeIL Value 2 GB,GeIL,N/A,DDR3-1333,DDR3,1333,DIMM,1,2,Silver,9,13.503,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/BjV48d/geil-memory-gv32gb1333c9sc
G.Skill Sniper Low Voltage 8 GB,G.Skill,N/A,DDR3-1600,DDR3,1600,DIMM,2,8,Black / Red,9,11.25,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/d9DwrH/gskill-memory-f312800cl9d8gbsr2
G.Skill F3-10666CL9S-4GBSQ 4 GB,G.Skill,$20.30 ,DDR3-1333,DDR3,1333,SODIMM,1,4,Green,9,13.503,1.5,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/HbPfrH/gskill-memory-f310666cl9s4gbsq
Kingston KVR1066D3S7/1G 1 GB,Kingston,N/A,DDR3-1066,DDR3,1066,SODIMM,1,1,Green,7,13.133,1.5,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/Yw4gXL/kingston-memory-kvr1066d3s71g
G.Skill Ripjaws X 8 GB,G.Skill,N/A,DDR3-2133,DDR3,2133,DIMM,2,8,Black / Red,11,10.314,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/BFDwrH/gskill-memory-f317000cl11d8gbxl
Samsung MV-3T4G3D/US 8 GB,Samsung,N/A,DDR3-1600,DDR3,1600,SODIMM,2,8,Black,11,13.75,1.35,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/QyCwrH/samsung-memory-mv3t4g3dus
ADATA XPG Gaming 16 GB,ADATA,N/A,DDR3-1333,DDR3,1333,DIMM,2,16,Black / Silver,9,13.503,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/83TmP6/a-data-memory-axdu1333gw8g92g
GeIL Enhance CORSA 16 GB,GeIL,N/A,DDR3-1333,DDR3,1333,DIMM,4,16,Black / Orange,9,13.503,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/yzDwrH/geil-memory-gec316gb1333c9qc
Crucial CT102464BA1339 8 GB,Crucial,N/A,DDR3-1333,DDR3,1333,DIMM,1,8,Green,9,13.503,1.5,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/qcphP6/crucial-memory-ct102464ba1339
Corsair Vengeance 32 GB,Corsair,N/A,DDR3-1866,DDR3,1866,DIMM,4,32,Black / Silver,9,9.646,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/4CxfrH/corsair-memory-cmz32gx3m4x1866c10
G.Skill Sniper Gaming 16 GB,G.Skill,N/A,DDR3-2133,DDR3,2133,DIMM,4,16,Black / Red,11,10.314,1.6,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/K47wrH/gskill-memory-f317000cl11q16gbsr
G.Skill Sniper Gaming 16 GB,G.Skill,N/A,DDR3-1600,DDR3,1600,DIMM,4,16,Black / Red,9,11.25,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/QRdqqs/gskill-memory-f312800cl9q16gbsr
G.Skill Ripjaws Z 16 GB,G.Skill,N/A,DDR3-1600,DDR3,1600,DIMM,4,16,Black / Blue,7,8.75,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/6LZQzy/gskill-memory-f312800cl7q16gbzm
ADATA Premier 16 GB,ADATA,N/A,DDR3-1333,DDR3,1333,DIMM,2,16,Green,9,13.503,1.5,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/Njzv6h/a-data-memory-ad3u1333w8g92
G.Skill Ripjaws X 32 GB,G.Skill,N/A,DDR3-1866,DDR3,1866,DIMM,4,32,Black / Red,10,10.718,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/wZMFf7/gskill-memory-f31866c10q32gxl
G.Skill Ares 32 GB,G.Skill,N/A,DDR3-1600,DDR3,1600,DIMM,4,32,Black / Orange,10,12.5,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Bth9TW/gskill-memory-f31600c10q32gao
GeIL Value PLUS 16 GB,GeIL,N/A,DDR3-1333,DDR3,1333,DIMM,2,16,Black / Silver,9,13.503,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/d7xfrH/geil-memory-gvp316gb1333c9dc
Corsair Vengeance 16 GB,Corsair,$197.99+,DDR3-2133,DDR3,2133,DIMM,4,16,Black / Red,9,8.439,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Pxw323/corsair-memory-cmz16gx3m4a2133c9r
Kingston KHX18C9T1K4/16X 16 GB,Kingston,N/A,DDR3-1866,DDR3,1866,DIMM,4,16,Blue,9,9.646,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/NqtCmG/kingston-memory-khx18c9t1k416x
Kingston KVR16N11/2 2 GB,Kingston,$24.42+,DDR3-1600,DDR3,1600,DIMM,1,2,Green,11,13.75,1.5,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/hvrG3C/kingston-memory-kvr16n112
Corsair Vengeance 16 GB,Corsair,$171.84+,DDR3-1866,DDR3,1866,DIMM,4,16,Black / Blue,9,9.646,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/wHckcf/corsair-memory-cmz16gx3m4a1866c9b
Patriot Viper 3 8 GB,Patriot,N/A,DDR3-1866,DDR3,1866,DIMM,2,8,Black / Silver,9,9.646,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/ZPCwrH/patriot-memory-pv38g186c9k
Corsair Vengeance 64 GB,Corsair,N/A,DDR3-1600,DDR3,1600,DIMM,8,64,Black / Silver,9,11.25,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/sfw323/corsair-memory-cmz64gx3m8a1600c9
Kingston XMP Blu Red 8 GB,Kingston,$74.98+,DDR3-1600,DDR3,1600,DIMM,2,8,Red / Silver,9,11.25,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Zb3RsY/kingston-memory-khx16c9b1rk28x
Corsair Vengeance 16 GB,Corsair,N/A,DDR3-2400,DDR3,2400,DIMM,4,16,Black / Silver,9,7.5,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/yhfp99/corsair-memory-cmz16gx3m4a2400c9
Corsair Dominator Platinum 32 GB,Corsair,N/A,DDR3-2133,DDR3,2133,DIMM,4,32,Black / Silver,9,8.439,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/6cw323/corsair-memory-cmd32gx3m4a2133c9
Crucial Ballistix Tactical 32 GB,Crucial,N/A,DDR3-1600,DDR3,1600,DIMM,4,32,Black / Yellow,8,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/M4ckcf/crucial-memory-blt4k8g3d1608et3lx0
Corsair CMV16GX3M2A1600C11 16 GB,Corsair,N/A,DDR3-1600,DDR3,1600,DIMM,2,16,Green,9,11.25,1.5,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/kc8Zxr/corsair-memory-cmv16gx3m2a1600c11
Crucial Ballistix Sport 16 GB,Crucial,N/A,DDR3-1600,DDR3,1600,DIMM,2,16,Black / Silver,9,11.25,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Ymw323/crucial-memory-bls2k8g3d1609es2lx0
Kingston Black 16 GB,Kingston,N/A,DDR3-1600,DDR3,1600,DIMM,2,16,Black / Silver,10,12.5,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/grNp99/kingston-memory-khx16c10b1bk216x
Kingston Black 8 GB,Kingston,N/A,DDR3-1600,DDR3,1600,DIMM,2,8,Black / Silver,9,11.25,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/FCH323/kingston-memory-khx16c9b1bk28x
Corsair Vengeance Performance 32 GB,Corsair,N/A,DDR3-1866,DDR3,1866,DIMM,4,32,Black / Silver,9,9.646,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Wmw323/corsair-memory-cmz32gx3m4a1866c9
Kingston HyperX Beast 8 GB,Kingston,N/A,DDR3-1600,DDR3,1600,DIMM,2,8,Black,9,11.25,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/cjdqqs/kingston-memory-khx16c9t3k28x
Kingston HyperX Beast 16 GB,Kingston,N/A,DDR3-1600,DDR3,1600,DIMM,4,16,Black,9,11.25,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/jKvRsY/kingston-memory-khx16c9t3k416x
G.Skill Trident X 16 GB,G.Skill,N/A,DDR3-1866,DDR3,1866,DIMM,2,16,Black / Red,8,8.574,1.6,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Nc8Zxr/gskill-memory-f31866c8d16gtx
G.Skill Ripjaws X 8 GB,G.Skill,N/A,DDR3-2133,DDR3,2133,DIMM,2,8,Black / Blue,10,9.376,1.6,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/X3rG3C/gskill-memory-f32133c10d8gxm
G.Skill Sniper 8 GB,G.Skill,$47.70 ,DDR3-2400,DDR3,2400,DIMM,2,8,Black / Red,11,9.167,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/VHXfrH/gskill-memory-f32400c11d8gsr
Corsair Vengeance Pro 8 GB,Corsair,N/A,DDR3-1866,DDR3,1866,DIMM,2,8,Black / Red,9,9.646,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/mtMFf7/corsair-memory-cmy8gx3m2a1866c9r
G.Skill Ripjaws X 8 GB,G.Skill,N/A,DDR3-2400,DDR3,2400,DIMM,2,8,N/A,11,9.167,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Q9V48d/gskill-memory-f32400c11d8gxm
ADATA XPG V2 16 GB,ADATA,N/A,DDR3-2800,DDR3,2800,DIMM,2,16,Black / Silver,11,7.857,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/cZh9TW/a-data-memory-ax3u2800w8g12dmv
AMD AE34G1609U1 4 GB,AMD,N/A,DDR3-1600,DDR3,1600,DIMM,1,4,N/A,9,11.25,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/MnYXsY/amd-memory-ae34g1609u1
Crucial Ballistix Tactical 16 GB,Crucial,N/A,DDR3-1866,DDR3,1866,DIMM,2,16,Black / Yellow,9,9.646,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/xcJwrH/crucial-memory-blt2kit8g3d1869dt1tx0
Patriot Patriot Viper 3 8GB 8 GB,Patriot,N/A,DDR3-1600,DDR3,1600,DIMM,1,8,N/A,10,12.5,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/rtPfrH/patriot-memory-pv38g160c0rd
Patriot Viper Xtreme 8 GB,Patriot,N/A,DDR3-1600,DDR3,1600,DIMM,1,8,Black / Silver,11,13.75,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/TGrG3C/patriot-memory-px38g1600c11
ADATA XPG V1.0 8 GB,ADATA,N/A,DDR3-1600,DDR3,1600,DIMM,2,8,Black / Silver,9,11.25,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/9s9KHx/a-data-memory-ax3u1600w4g9db
G.Skill Ripjaws X 4 GB,G.Skill,N/A,DDR3-1866,DDR3,1866,DIMM,1,4,N/A,9,9.646,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/C3h9TW/gskill-memory-f314900cl9s4gbxl
