name,manufacturer,price,series,microarchitecture,coreFamily,socket,coreCount,threadCount,baseClockGHz,boostClockGHz,l2CacheMBs,l3CacheMBs,tdpWatts,integratedGraphics,memoryMaxGBs,supportsEcc,includesCooler,hasSmt,smtType,URL
Intel Celeron E3200,Intel,N/A,Intel Celeron,Wolfdale,Wolfdale,LGA775,2,2,2.4,N/A,1 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/NMH323/intel-cpu-at80571rg0561ml
Intel Celeron E3300,Intel,N/A,Intel Celeron,Wolfdale,Wolfdale,LGA775,2,2,2.5,N/A,1 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/G8ckcf/intel-cpu-at80571rg0601ml
Intel Pentium E5300,Intel,$79.40+,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2,2.6,N/A,2 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/HHFPxr/intel-cpu-at80571pg0642m
Intel Pentium E5500,Intel,N/A,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2,2.8,N/A,2 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/Q4TmP6/intel-cpu-at80571pg0722ml
Intel Core 2 Duo E6420,Intel,N/A,Intel Core 2 Duo,Core,Conroe,LGA775,2,2,2.13,N/A,4 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/8GFPxr/intel-cpu-bx80557e6420
Intel Pentium E6500,Intel,N/A,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2,2.93,N/A,2 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/kYZQzy/intel-cpu-at80571ph0772ml
Intel Core 2 Duo E6540,Intel,N/A,Intel Core 2 Duo,Core,Conroe,LGA775,2,2,2.33,N/A,4 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/2PkD4D/intel-cpu-hh80557pj0534m
Intel Core 2 Duo E7400,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,2.8,N/A,3 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/DYZQzy/intel-cpu-at80571ph0723m
Intel Core 2 Duo E7600,Intel,$98.95+,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,3.06,N/A,3 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/PCQypg/intel-cpu-at80571ph0833ml
Intel Core 2 Duo E8400,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,3,N/A,6 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/qt2kcf/intel-cpu-bx80570e8400a
Intel Core 2 Duo E8500,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,3.16,N/A,6 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/QkZQzy/intel-cpu-at80570pj0876m
Intel Core i5-750S,Intel,N/A,Intel Core i5,Nehalem,Lynnfield,LGA1156,4,4,2.4,N/A,1 MB,8 MB,82,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/sDvRsY/intel-cpu-bx80605i5750s
Intel Core i7-860S,Intel,N/A,Intel Core i7,Nehalem,Lynnfield,LGA1156,4,8,2.53,N/A,1 MB,8 MB,82,None,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/JcsKHx/intel-cpu-bx80605i7860s
Intel Core 2 Quad Q8200S,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.33,N/A,4 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/TGFPxr/intel-cpu-bx80580q8200s
Intel Core 2 Quad Q8400S,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.66,N/A,4 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/L8ckcf/intel-cpu-bx80580q8400s
Intel Core 2 Quad Q9505,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.83,N/A,6 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/dyNp99/intel-cpu-at80580pj0736mg
Intel Core 2 Quad Q9505S,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.83,N/A,6 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/JJdqqs/intel-cpu-at80580aj0736mg
Intel Core 2 Quad Q9650,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,3,N/A,12 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/tvGkcf/intel-cpu-at80569pj080n
Intel Core 2 Extreme QX6800,Intel,N/A,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,4,2.93,N/A,8 MB,0 MB,100,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/Qmzv6h/intel-cpu-bx80562qx6800
Intel Core 2 Extreme QX9775,Intel,N/A,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA771,4,4,3.2,N/A,12 MB,0 MB,150,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/rZmLrH/intel-cpu-bx80574qx9775a
AMD Athlon II X4 620,AMD,N/A,AMD Athlon II X4,K10,Propus,AM3,4,4,2.6,N/A,2 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/JFkD4D/amd-cpu-adx620wfk42gi
AMD Phenom II X3 715 Black,AMD,N/A,AMD Phenom II X3,K10,Heka,AM3,3,3,2.8,N/A,1.5 MB,6 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/dFNp99/amd-cpu-hdz715wcj3dgi
AMD Athlon II X3 425,AMD,N/A,AMD Athlon II X3,K10,Rana,AM3,3,3,2.7,N/A,1.5 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/XXQypg/amd-cpu-adx425wfk32gi
AMD Phenom II X2 545,AMD,N/A,AMD Phenom II X2,K10,Callisto,AM3,2,2,3,N/A,1 MB,6 MB,80,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/86zv6h/amd-cpu-hdx545wfk2dgi
AMD Sempron 145,AMD,N/A,AMD Sempron,K10,Sargas,AM3,1,1,2.8,N/A,1 MB,0 MB,45,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/VFNp99/amd-cpu-sdx145hbgmbox
AMD Phenom II X4 840,AMD,N/A,AMD Phenom II X4,K10,Deneb,AM3,4,4,3.2,N/A,2 MB,0 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/QCXfrH/amd-cpu-hdx840wfgmbox
AMD Phenom II X4 955,AMD,N/A,AMD Phenom II X4,K10,Deneb,AM3,4,4,3.2,N/A,2 MB,6 MB,125,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/FJ4gXL/amd-cpu-hdx955fbk4dgi
AMD Phenom II X4 955,AMD,N/A,AMD Phenom II X4,K10,Deneb,AM3,4,4,3.2,N/A,2 MB,6 MB,125,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/3cn2FT/amd-cpu-hdx955fbk4dgm
AMD Phenom II X4 960T Black,AMD,N/A,AMD Phenom II X4,K10,Zosma,AM3,4,4,3,N/A,2 MB,6 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/9jV48d/amd-cpu-hd96ztwfk4dgr
AMD Athlon II X3 460,AMD,N/A,AMD Athlon II X3,K10,Rana,AM3,3,3,3.4,N/A,1.5 MB,0 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/wJ3RsY/amd-cpu-adx460wfgmbox
AMD Sempron 130,AMD,N/A,AMD Sempron,K10,Sargas,AM3,1,1,2.6,N/A,0.5 MB,0 MB,45,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/FnR48d/amd-cpu-sdx130hbk12gq
AMD Athlon II X3 440,AMD,N/A,AMD Athlon II X3,K10,Rana,AM3,3,3,3,N/A,1.5 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/qtDwrH/amd-cpu-adx440wfk32gm
Intel Core i5-2405S,Intel,N/A,Intel Core i5,Sandy Bridge,Sandy Bridge,LGA1155,4,4,2.5,N/A,1 MB,6 MB,65,Intel HD Graphics 3000,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/DVvRsY/intel-cpu-bx80623i52405s
Intel Pentium G860,Intel,N/A,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,2,3,N/A,0.5 MB,3 MB,65,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/CnDwrH/intel-cpu-bx80623g860
AMD FX-8150,AMD,N/A,AMD FX,Bulldozer,Zambezi,AM3+,8,8,3.6,N/A,8 MB,8 MB,125,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/hXckcf/amd-cpu-fd8150frw8kgu
AMD FX-6100,AMD,N/A,AMD FX,Bulldozer,Zambezi,AM3+,6,6,3.3,N/A,6 MB,6 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/d7Lypg/amd-cpu-fd6100wmw6kgu
Intel Pentium G630T,Intel,N/A,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,2,2.3,N/A,0.5 MB,3 MB,35,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/KPrG3C/intel-cpu-bx80623g630t
AMD A8-3850,AMD,N/A,AMD A8,Lynx,Llano,FM1,4,4,2.9,N/A,4 MB,0 MB,100,Radeon HD 6550D,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/Y3TmP6/amd-cpu-ad3850wnz43gx
AMD Athlon II X4 645,AMD,N/A,AMD Athlon II X4,K10,Propus,AM3,4,4,3.1,N/A,2 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/4fbp99/amd-cpu-adx645wfk42gm
Intel Core i3-3220T,Intel,N/A,Intel Core i3,Ivy Bridge,Ivy Bridge,LGA1155,2,4,2.8,N/A,0.5 MB,3 MB,35,Intel HD Graphics 2500,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/yYsKHx/intel-cpu-bx80637i33220t
Intel Xeon E3-1280,Intel,N/A,Intel Xeon E3,Sandy Bridge,Sandy Bridge,LGA1155,4,8,3.5,N/A,1 MB,8 MB,95,None,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/TgGkcf/intel-cpu-bx80623e31280
Intel Celeron G1620,Intel,N/A,Intel Celeron,Ivy Bridge,Ivy Bridge,LGA1155,2,2,2.7,N/A,0.5 MB,2 MB,55,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/sG9KHx/intel-cpu-bx80637g1620
Intel Pentium G2130,Intel,N/A,Intel Pentium,Ivy Bridge,Ivy Bridge,LGA1155,2,2,3.2,N/A,0.5 MB,3 MB,55,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/3C7wrH/intel-cpu-bx80637g2130
AMD A4-4000,AMD,N/A,AMD A4,Piledriver,Richland,FM2,2,2,3,N/A,1 MB,0 MB,65,Radeon HD 7480D,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/pJh9TW/amd-cpu-ad4000okhlbox
Intel Celeron G1630,Intel,N/A,Intel Celeron,Ivy Bridge,Ivy Bridge,LGA1155,2,2,2.8,N/A,0.5 MB,2 MB,55,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/z2h9TW/intel-cpu-bx80637g1630
Intel Celeron G1830,Intel,N/A,Intel Celeron,Haswell,Haswell,LGA1150,2,2,2.8,N/A,5.75 MB,2 MB,53,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/dfJwrH/intel-cpu-bx80646g1830
Intel Xeon E5-2609 V2,Intel,N/A,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,4,4,2.5,N/A,1 MB,10 MB,80,None,N/A,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/jtPfrH/intel-cpu-bx80635e52609v2
AMD A6-6420K,AMD,N/A,AMD A6,Piledriver,Richland,FM2,2,2,4,4.2,1 MB,0 MB,65,Radeon HD 8000 Series,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/tvH323/amd-cpu-ad642koka23hl
AMD A4-4020,AMD,N/A,AMD A4,Piledriver,Richland,FM2,2,2,3.2,3.4,1 MB,0 MB,65,Radeon HD 7480D,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/JJsKHx/amd-cpu-ad4020okhlbox
Intel Celeron G1850,Intel,N/A,Intel Celeron,Haswell Refresh,Haswell Refresh,LGA1150,2,2,2.9,N/A,0.5 MB,2 MB,53,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/vtV48d/intel-cpu-bx80646g1850
Intel Core i5-4690S,Intel,N/A,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA1150,4,4,3.2,3.9,1 MB,6 MB,65,Intel HD Graphics 4600,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/WsR48d/intel-cpu-bx80646i54690s
Intel Pentium G3450,Intel,N/A,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,2,3.4,N/A,0.5 MB,3 MB,53,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/QbNp99/intel-cpu-bx80646g3450
AMD Sempron X2 198,AMD,N/A,AMD Sempron,Lynx,Llano,FM1,2,2,2.5,N/A,1 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/2xh9TW/amd-cpu-sd198xojz22gx
AMD Sempron X2 190,AMD,N/A,AMD Sempron X2,K10,Regor,AM3,2,2,2.5,N/A,1 MB,0 MB,45,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/kfK7YJ/amd-cpu-sdx190hdk22gm
AMD A10-7800,AMD,N/A,AMD A10,Steamroller,Kaveri,FM2+,4,4,3.5,3.9,4 MB,0 MB,65,Radeon R7 (on-die),N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/JwMFf7/amd-cpu-ad7800ybi44ja
AMD A10-6700T,AMD,N/A,AMD A10,Piledriver,Richland,FM2,4,4,2.5,3.5,4 MB,0 MB,45,Radeon HD 8650D,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/H3fp99/amd-cpu-ad670tyha44hl
AMD A10-6790K,AMD,N/A,AMD A10,Piledriver,Richland,FM2,4,4,4,4.3,4 MB,0 MB,100,Radeon HD 8670D,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/tCBv6h/amd-cpu-ad679kwoa44hl
AMD A10-7850K,AMD,N/A,AMD A10,Steamroller,Kaveri,FM2+,4,4,3.7,4,4 MB,0 MB,95,Radeon R7 (on-die),N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/QyDwrH/amd-cpu-ad785kxbi44ja
AMD A4-3300,AMD,N/A,AMD A4,Lynx,Llano,FM1,2,2,2.5,N/A,1 MB,0 MB,65,Radeon HD 6410D,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/2r9KHx/amd-a4-3300-25-ghz-dual-core-oemtray-processor-ad3300ojz22gx
AMD A4-3300,AMD,N/A,AMD A4,Lynx,Llano,FM1,2,2,2.5,N/A,1 MB,0 MB,65,Radeon HD 6410D,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/rcQypg/amd-cpu-ad3300ojz22hx
AMD A4-3400,AMD,N/A,AMD A4,Lynx,Llano,FM1,2,2,2.7,N/A,1 MB,0 MB,65,Radeon HD 6410D,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/x9xfrH/amd-cpu-ad3400ojz22hx
AMD A4-3420,AMD,N/A,AMD A4,Lynx,Llano,FM1,2,2,2.8,N/A,1 MB,0 MB,65,Radeon HD 6410D,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/8HV48d/amd-cpu-ad3420ojz22hx
AMD FX-6130,AMD,N/A,AMD FX,Bulldozer,Zambezi,AM3+,6,6,3.6,3.9,6 MB,8 MB,125,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/Gj8Zxr/amd-cpu-fd6130frw6kgu
AMD FX-8120,AMD,N/A,AMD FX,Bulldozer,Zambezi,AM3+,8,8,3.1,N/A,8 MB,8 MB,125,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/Cr9KHx/amd-cpu-fd8120frw8kgu
AMD Athlon II X2 221,AMD,N/A,AMD Athlon II X2,Lynx,Llano,FM1,2,2,2.8,N/A,1 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/YLW9TW/amd-cpu-ad221xojgxbox
AMD Athlon II X2 221,AMD,N/A,AMD Athlon II X2,Lynx,Llano,FM1,2,2,2.8,N/A,1 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/ZFw323/amd-cpu-ad221xojz22gx
AMD Athlon II X4 651,AMD,N/A,AMD Athlon II X4,Lynx,Llano,FM1,4,4,3,N/A,4 MB,0 MB,100,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/44XfrH/amd-cpu-ad651xwngxbox
AMD Athlon II X4 651,AMD,N/A,AMD Athlon II X4,Lynx,Llano,FM1,4,4,3,N/A,4 MB,0 MB,100,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/fhsKHx/amd-cpu-ad651xwnz43gx
AMD Athlon II X4 638,AMD,N/A,AMD Athlon II X4,Lynx,Llano,FM1,4,4,2.7,N/A,4 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/ndNp99/amd-cpu-ad638xojz43gx
AMD E2-3200,AMD,N/A,AMD E2-Series,Lynx,Llano,FM1,2,2,2.4,N/A,1 MB,0 MB,65,Radeon HD 6370D,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/L4XfrH/amd-cpu-ed3200ojz22gx
Intel Core i3-4360T,Intel,N/A,Intel Core i3,Haswell Refresh,Haswell Refresh,LGA1150,2,4,3.2,N/A,0.5 MB,4 MB,35,Intel HD Graphics 4600,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/HqYXsY/intel-cpu-cm8064601481958
Intel Core i3-4370,Intel,N/A,Intel Core i3,Haswell Refresh,Haswell Refresh,LGA1150,2,4,3.8,N/A,0.5 MB,4 MB,54,Intel HD Graphics 4600,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/pQjG3C/intel-cpu-cm8064601482462
Intel Xeon E5-2630,Intel,N/A,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,6,12,2.3,N/A,1.5 MB,15 MB,95,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/gVsKHx/intel-cpu-cm8062101038801
Intel Xeon E5-2687W,Intel,N/A,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,16,3.1,3.8,2 MB,20 MB,150,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/hkkD4D/intel-cpu-cm8062107184308
AMD FX-8320E,AMD,N/A,AMD FX,Piledriver,Vishera,AM3+,8,8,3.2,4,8 MB,8 MB,95,None,N/A,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/NscMnQ/amd-cpu-fd832ewmw8khk
AMD FX-8370,AMD,N/A,AMD FX,Piledriver,Vishera,AM3+,8,8,4,4.3,8 MB,8 MB,125,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/Lp98TW/amd-cpu-fd8370frw8khk
AMD FX-8370E,AMD,N/A,AMD FX,Piledriver,Vishera,AM3+,8,8,3.3,4.3,8 MB,8 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/G2FXsY/amd-cpu-fd837ewmw8khk
AMD Pro A10-7800B,AMD,N/A,AMD A10,Steamroller,Kaveri,FM2+,4,4,3.5,3.9,4 MB,0 MB,65,Radeon R7 (on-die),N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/pMnG3C/amd-cpu-ad780bybi44ja
AMD Athlon X2 450,AMD,N/A,AMD Athlon X2,Steamroller,Kaveri,FM2+,2,2,3.5,3.9,1 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/4mPzK8/amd-cpu-ad450xybi23ja
AMD Sempron X2 250,AMD,N/A,AMD Sempron X2,Piledriver,Richland,FM2,2,2,3.2,3.6,1 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/YttWGX/amd-cpu-sd250xoka23hl
AMD Phenom II X2 B59,AMD,N/A,AMD Phenom II X2,K10,Callisto,AM3,2,2,3.4,N/A,1 MB,6 MB,80,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/nFfmP6/amd-cpu-hdxb59wfk2dgm
Intel Pentium G3250,Intel,N/A,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,2,3.2,N/A,0.5 MB,3 MB,53,Intel HD Graphics,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/NTwqqs/intel-cpu-cm8064601562019
Intel Pentium G3460,Intel,N/A,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,2,3.5,N/A,0.5 MB,3 MB,53,Intel HD Graphics,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/wFfmP6/intel-cpu-cm8064601482508
Intel Xeon E5-2609 V3,Intel,N/A,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,6,6,1.9,N/A,1.5 MB,15 MB,85,None,N/A,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/qXs8TW/intel-cpu-cm8064401850800
Intel Xeon E5-2609,Intel,N/A,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,4,4,2.4,N/A,1 MB,10 MB,80,None,N/A,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/sD4NnQ/intel-cpu-cm8062107186604
AMD Phenom II X6 1065T,AMD,N/A,AMD Phenom II X6,K10,Thuban,AM3,6,6,2.7,N/A,3 MB,6 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/tLkwrH/amd-cpu-hdt65twfk6dgr
Intel Xeon E3-1245 V3,Intel,N/A,Intel Xeon E3,Haswell,Haswell,LGA1150,4,8,3.4,3.8,1 MB,8 MB,84,Intel HD Graphics P4600,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/xj8Zxr/intel-cpu-cm8064601466509
Intel Xeon E3-1270 V3,Intel,N/A,Intel Xeon E3,Haswell,Haswell,LGA1150,4,8,3.5,3.9,1 MB,8 MB,80,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/YmPzK8/intel-cpu-cm8064601467101
AMD FX-8310,AMD,N/A,AMD FX,Piledriver,Vishera,AM3+,8,8,3.4,4.3,8 MB,8 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/dTWrxr/amd-cpu-fd8310wmw8khk
Intel Xeon E5-2630 V2,Intel,N/A,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,6,12,2.6,3.1,1.5 MB,15 MB,80,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/9QzZxr/intel-cpu-cm8063501288100
Intel Pentium G3470,Intel,N/A,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,2,3.6,N/A,0.5 MB,3 MB,53,Intel HD Graphics,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/Ljp323/intel-cpu-cm8064601482520
Intel Core i3-6300,Intel,N/A,Intel Core i3,Skylake,Skylake-S,LGA1151,2,4,3.8,N/A,0.5 MB,4 MB,51,Intel HD Graphics 530,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/tPnG3C/intel-cpu-cm8066201926905
Intel Core i3-6300T,Intel,N/A,Intel Core i3,Skylake,Skylake-S,LGA1151,2,4,3.3,N/A,0.5 MB,4 MB,35,Intel HD Graphics 530,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/HdmxFT/intel-cpu-cm8066201927004
Intel Pentium G4500T,Intel,N/A,Intel Pentium,Skylake,Skylake-S,LGA1151,2,2,3,N/A,0.5 MB,3 MB,35,Intel HD Graphics 530,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/4K4NnQ/intel-cpu-cm8066201927512
Intel Xeon E3-1275 V5,Intel,N/A,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,8,3.6,4,1 MB,8 MB,80,Intel HD Graphics P530,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/f68H99/intel-cpu-cm8066201934909
Intel Pentium G3260,Intel,N/A,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,2,3.3,N/A,0.5 MB,3 MB,53,Intel HD Graphics,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/qBjWGX/intel-cpu-cm8064601482506
AMD A10-7890K,AMD,N/A,AMD A10,Steamroller,Godavari,FM2+,4,4,4.1,4.3,4 MB,0 MB,95,Radeon R7 (on-die),N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/FRvZxr/amd-cpu-ad789kxdi44jc
AMD Athlon 5370,AMD,N/A,AMD Athlon,Jaguar,Kabini,AM1,4,4,2.2,N/A,2 MB,0 MB,25,Radeon R3 (on die),N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/syKhP6/amd-cpu-ad5370jah44hm
Intel Pentium G4620,Intel,N/A,Intel Pentium,Kaby Lake,Kaby Lake-S,LGA1151,2,4,3.7,N/A,0.5 MB,3 MB,51,Intel HD Graphics 630,64 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/2cVBD3/intel-pentium-g4620-37ghz-dual-core-processor-bx80677g4620
Intel Core i3-7101TE,Intel,N/A,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,4,3.4,N/A,0.5 MB,3 MB,35,Intel HD Graphics 610,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/tqX2FT/intel-core-i3-7101te-34ghz-dual-core-oemtray-processor-cm8067702867061
Intel Core i3-7100T,Intel,N/A,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,4,3.4,N/A,0.5 MB,3 MB,35,Intel HD Graphics 630,64 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/KbZ2FT/intel-core-i3-7100t-34ghz-dual-core-processor-bxc80677i37100t
