name,price,manufacturer,formFactorInches,interfaceType,sizeTBs,RPM,cache,URL
Western Digital RE,N/A,Western Digital,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/cfvZxr/western-digital-internal-hard-drive-wd6001fxyz
Samsung Spinpoint F3,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/rX6BD3/samsung-internal-hard-drive-hd502hjst500dm005
Toshiba MG03SCA400,N/A,Toshiba,3.5,SAS 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/nsqdnQ/toshiba-internal-hard-drive-mg03sca400
Samsung Spinpoint F1 RAID,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/gRtCmG/samsung-internal-hard-drive-he252hj
Toshiba MK6461GSYN,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.64,7200,16,https://pcpartpicker.com/product/82yFf7/toshiba-internal-hard-drive-mk6461gsyn
Samsung Spinpoint F1 CE,N/A,Samsung,3.5,SATA 3.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/qxvRsY/samsung-internal-hard-drive-ha101uj
Toshiba MC04ACA400E,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/JcqBD3/toshiba-2-tb-35-7200rpm-internal-hard-drive-mc04aca400e
Seagate Constellation ES,N/A,Seagate,3.5,SAS 6.0 Gb/s,1,7200,16,https://pcpartpicker.com/product/PDLypg/seagate-internal-hard-drive-st31000426ss
Hitachi 0S03355,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/Bf6BD3/hitachi-internal-hard-drive-0s03355
Hitachi 0F10381,N/A,Hitachi,3.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/qTh9TW/hitachi-internal-hard-drive-0f10381
Seagate ST1000NX0353,N/A,Seagate,2.5,SATA 6.0 Gb/s,1,7200,128,https://pcpartpicker.com/product/DKZ2FT/seagate-internal-hard-drive-st1000nx0353
Seagate ST2000NM0014,N/A,Seagate,3.5,SAS 12.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/HQVBD3/seagate-internal-hard-drive-st2000nm0014
Hitachi H3IK40003254SP,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,5400,32,https://pcpartpicker.com/product/ZmtCmG/hitachi-internal-hard-drive-h3ik40003254sp
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 6.0 Gb/s,0.32,5400,64,https://pcpartpicker.com/product/fLZQzy/western-digital-internal-hard-drive-wd3200azrx
Seagate Exos 7E8 4Kn,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,7200,256,https://pcpartpicker.com/product/QMgQzy/seagate-exos-7e8-4kn-4-tb-35-7200rpm-internal-hard-drive-st4000nm001a
Seagate Exos 7E8 4Kn,N/A,Seagate,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/3BJmP6/seagate-exos-7e8-4kn-8-tb-35-7200rpm-internal-hard-drive-st8000nm002a
Toshiba MG09 4Kn,N/A,Toshiba,3.5,SATA 6.0 Gb/s,20,7200,512,https://pcpartpicker.com/product/z3NYcf/toshiba-mg09-4kn-20-tb-35-7200-rpm-internal-hard-drive-ma09aca20tam
Toshiba MG09 512e SIE,N/A,Toshiba,3.5,SATA 6.0 Gb/s,18,7200,512,https://pcpartpicker.com/product/YxxxFT/toshiba-mg09-512e-sie-18-tb-35-7200-rpm-internal-hard-drive-mg09aca18tey
Toshiba MG09 4Kn SED,N/A,Toshiba,3.5,SATA 6.0 Gb/s,18,7200,512,https://pcpartpicker.com/product/47sV3C/toshiba-mg09-4kn-sed-18-tb-35-7200-rpm-internal-hard-drive-mg09acp18ta
Toshiba MG09 512e SED,N/A,Toshiba,3.5,SATA 6.0 Gb/s,18,7200,512,https://pcpartpicker.com/product/fWJp99/toshiba-mg09-512e-sed-18-tb-35-7200-rpm-internal-hard-drive-mg09acp18te
Toshiba MG09 4Kn,N/A,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/nfxxFT/toshiba-mg09-4kn-16-tb-35-7200-rpm-internal-hard-drive-mg09aca16ta
Toshiba MG09 4Kn SIE,N/A,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/NMMMnQ/toshiba-mg09-4kn-sie-16-tb-35-7200-rpm-internal-hard-drive-mg09aca16tay
Toshiba MG09 512e SIE,N/A,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/LZXV3C/toshiba-mg09-512e-sie-16-tb-35-7200-rpm-internal-hard-drive-mg09aca16tey
Toshiba MG09 4Kn SED,N/A,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/G888TW/toshiba-mg09-4kn-sed-16-tb-35-7200-rpm-internal-hard-drive-mg09acp16ta
Toshiba MG09 512e SED,N/A,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/MhvD4D/toshiba-mg09-512e-sed-16-tb-35-7200-rpm-internal-hard-drive-mg09acp16te
Toshiba MG09 4Kn,N/A,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/wBzXsY/toshiba-mg09-4kn-14-tb-35-7200-rpm-internal-hard-drive-mg09aca14ta
Seagate ST9640423AS,N/A,Seagate,2.5,SATA 6.0 Gb/s,0.64,5400,16,https://pcpartpicker.com/product/CMjG3C/seagate-internal-hard-drive-st9640423as
Toshiba MG09 4Kn SIE,N/A,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/CxxxFT/toshiba-mg09-4kn-sie-14-tb-35-7200-rpm-internal-hard-drive-mg09aca14tay
Toshiba MG09 512e SIE,N/A,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/cXV2FT/toshiba-mg09-512e-sie-14-tb-35-7200-rpm-internal-hard-drive-mg09aca14tey
Toshiba MG09 4Kn SED,N/A,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/s26NnQ/toshiba-mg09-4kn-sed-14-tb-35-7200-rpm-internal-hard-drive-mg09acp14ta
Toshiba MG09 512e SED,N/A,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/yMMMnQ/toshiba-mg09-512e-sed-14-tb-35-7200-rpm-internal-hard-drive-mg09acp14te
Toshiba MG09 4Kn,N/A,Toshiba,3.5,SATA 6.0 Gb/s,12,7200,512,https://pcpartpicker.com/product/dkHqqs/toshiba-mg09-4kn-12-tb-35-7200-rpm-internal-hard-drive-mg09aca12ta
Toshiba MG09 4Kn SIE,N/A,Toshiba,3.5,SATA 6.0 Gb/s,12,7200,512,https://pcpartpicker.com/product/JLdG3C/toshiba-mg09-4kn-sie-12-tb-35-7200-rpm-internal-hard-drive-mg09aca12tay
Toshiba MG09 512e SIE,N/A,Toshiba,3.5,SATA 6.0 Gb/s,12,7200,512,https://pcpartpicker.com/product/vMMMnQ/toshiba-mg09-512e-sie-12-tb-35-7200-rpm-internal-hard-drive-mg09aca12tey
Toshiba MG09 4Kn SED,N/A,Toshiba,3.5,SATA 6.0 Gb/s,12,7200,512,https://pcpartpicker.com/product/X6NYcf/toshiba-mg09-4kn-sed-12-tb-35-7200-rpm-internal-hard-drive-mg09acp12ta
Toshiba MG09 4Kn,N/A,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,512,https://pcpartpicker.com/product/HHqrxr/toshiba-mg09-4kn-10-tb-35-7200-rpm-internal-hard-drive-mg09aca10ta
Toshiba HDETR11,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/yYndnQ/toshiba-4-tb-35-7200rpm-internal-hard-drive-hdetr11
Toshiba MG09 4Kn SIE,N/A,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,512,https://pcpartpicker.com/product/pTZXsY/toshiba-mg09-4kn-sie-10-tb-35-7200-rpm-internal-hard-drive-mg09aca10tay
Toshiba MG09 512e SIE,N/A,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,512,https://pcpartpicker.com/product/thvD4D/toshiba-mg09-512e-sie-10-tb-35-7200-rpm-internal-hard-drive-mg09aca10tey
Toshiba MG09 4Kn SED,N/A,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,512,https://pcpartpicker.com/product/g6NYcf/toshiba-mg09-4kn-sed-10-tb-35-7200-rpm-internal-hard-drive-mg09acp10ta
Toshiba MN,N/A,Toshiba,3.5,SATA 6.0 Gb/s,20,7200,512,https://pcpartpicker.com/product/FjRwrH/toshiba-mn-20-tb-35-7200-rpm-internal-hard-drive-mn10aca20t
Toshiba MN,N/A,Toshiba,3.5,SATA 6.0 Gb/s,18,7200,512,https://pcpartpicker.com/product/3P88TW/toshiba-mn-18-tb-35-7200-rpm-internal-hard-drive-mn09aca18t
Toshiba MN,N/A,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/Rcgrxr/toshiba-mn-16-tb-35-7200-rpm-internal-hard-drive-mn09aca16t
Toshiba MN,N/A,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/9grqqs/toshiba-mn-16-tb-35-7200-rpm-internal-hard-drive-mn08aca16t
Toshiba MN,N/A,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,256,https://pcpartpicker.com/product/7V26Mp/toshiba-mn-14-tb-35-7200-rpm-internal-hard-drive-mn07aca14t
Toshiba MN,N/A,Toshiba,3.5,SATA 6.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/VV26Mp/toshiba-mn-12-tb-35-7200-rpm-internal-hard-drive-mn07aca12t
Toshiba MN,N/A,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/m9wmP6/toshiba-mn-10-tb-35-7200-rpm-internal-hard-drive-mn06aca10t
Toshiba MN,N/A,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/8Ghv6h/toshiba-mn-8-tb-35-7200-rpm-internal-hard-drive-mn08ada800
Toshiba MN,N/A,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/xwmNnQ/toshiba-mn-8-tb-35-7200-rpm-internal-hard-drive-mn06aca800
Toshiba MN,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/kYRwrH/toshiba-mn-6-tb-35-7200-rpm-internal-hard-drive-mn08ada600
Toshiba MN,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/rKsV3C/toshiba-mn-6-tb-35-7200-rpm-internal-hard-drive-mn06aca600
Toshiba MD06-V,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/jTZXsY/toshiba-md06-v-6-tb-35-7200-rpm-internal-hard-drive-md06aca600v
Toshiba MD04-V,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,5400,128,https://pcpartpicker.com/product/z4ZXsY/toshiba-md04-v-4-tb-35-5400-rpm-internal-hard-drive-md04aba400v
Toshiba DT02-VH,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,5400,256,https://pcpartpicker.com/product/BCZXsY/toshiba-dt02-vh-6-tb-35-5400-rpm-internal-hard-drive-dt02aba600vh
Toshiba DT02-VH,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,5400,256,https://pcpartpicker.com/product/TKsV3C/toshiba-dt02-vh-4-tb-35-5400-rpm-internal-hard-drive-dt02aba400vh
Toshiba DT02-V,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,5400,128,https://pcpartpicker.com/product/ZpQKHx/toshiba-dt02-v-6-tb-35-5400-rpm-internal-hard-drive-dt02aba600v
Toshiba DT01-V,N/A,Toshiba,3.5,SATA 6.0 Gb/s,0.5,5940,32,https://pcpartpicker.com/product/LGhv6h/toshiba-dt01-v-500-gb-35-5940-rpm-internal-hard-drive-dt01aba050v
Toshiba HDEPR13GEA51,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/j6YLrH/toshiba-2-tb-35-7200rpm-internal-hard-drive-hdepr13gea51
Toshiba DT02,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,5400,128,https://pcpartpicker.com/product/wWJp99/toshiba-dt02-6-tb-35-5400-rpm-internal-hard-drive-dt02aba600
Toshiba DT02,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,5400,128,https://pcpartpicker.com/product/DYRwrH/toshiba-dt02-4-tb-35-5400-rpm-internal-hard-drive-dt02aba400
Western Digital Caviar Blue,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/q6zv6h/western-digital-internal-hard-drive-wdbaax3200encnrsn
Seagate Pipeline HD,N/A,Seagate,3.5,SATA 3.0 Gb/s,0.16,5900,8,https://pcpartpicker.com/product/TWqdnQ/seagate-internal-hard-drive-st3160316cs
Toshiba MK5059GSXP,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/JLZQzy/toshiba-internal-hard-drive-mk5059gsxp
Hitachi 7K1000.C,N/A,Hitachi,3.5,SATA 3.0 Gb/s,0.25,7200,8,https://pcpartpicker.com/product/sYFPxr/hitachi-internal-hard-drive-0f10379
Seagate Pipeline HD,N/A,Seagate,3.5,SATA 3.0 Gb/s,0.16,5900,8,https://pcpartpicker.com/product/RGTmP6/seagate-internal-hard-drive-st3160310cs
Seagate Momentus,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.75,7200,16,https://pcpartpicker.com/product/BCxfrH/seagate-internal-hard-drive-st907503n1a1asrk
Western Digital RE,N/A,Western Digital,3.5,SAS 6.0 Gb/s,2,7200,32,https://pcpartpicker.com/product/dztCmG/western-digital-internal-hard-drive-wd200mfyyg
Seagate ST640LM000,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.64,5400,8,https://pcpartpicker.com/product/XWH323/seagate-internal-hard-drive-st640lm000
Seagate Constellation ES,$141.31+,Seagate,3.5,SAS 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/PCxfrH/seagate-internal-hard-drive-st500nm0001
Seagate Constellation ES,N/A,Seagate,3.5,SAS 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/37xfrH/seagate-internal-hard-drive-st2000nm0021
Samsung Spinpoint F4,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/gLR48d/samsung-internal-hard-drive-hd322gju
Western Digital AV-GP,N/A,Western Digital,3.5,SATA 6.0 Gb/s,0.32,5400,32,https://pcpartpicker.com/product/bbJwrH/western-digital-internal-hard-drive-wd3200audx
Hitachi Travelstar Z5K320,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/BkNp99/hitachi-internal-hard-drive-hte543232a7a384
Seagate Momentus Thin,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.25,5400,16,https://pcpartpicker.com/product/TQ4gXL/seagate-internal-hard-drive-st250lt003
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,128,https://pcpartpicker.com/product/6dRzK8/toshiba-n300-8-tb-35-7200rpm-internal-hard-drive-hdwn180xzsta
Toshiba N300,$329.99+,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/jCYLrH/toshiba-n300-10-tb-35-7200rpm-internal-hard-drive-hdwg11axzsta
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,3,5400,64,https://pcpartpicker.com/product/273RsY/western-digital-internal-hard-drive-wd30ezrsdtl
Seagate Enterprise,$394.40+,Seagate,3.5,SAS 12.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/Y2mxFT/seagate-enterprise-8tb-35-7200rpm-internal-hard-drive-st8000nm0065
Seagate Enterprise NAS,N/A,Seagate,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/49rcCJ/seagate-enterprise-nas-8tb-35-7200rpm-internal-hard-drive-st8000ne0011
Hitachi 7K1000.C,N/A,Hitachi,3.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/fPBv6h/hitachi-internal-hard-drive-0a39264
Hitachi Deskstar NAS,N/A,Hitachi,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/TP2kcf/hitachi-internal-hard-drive-0s03660
Toshiba N300,$289.99+,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/sx7p99/toshiba-n300-8-tb-35-7200rpm-internal-hard-drive-hdwg180xzsta
Hitachi A7K2000,$98.95+,Hitachi,3.5,SATA 3.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/Xb9KHx/hitachi-internal-hard-drive-0a39289
Toshiba P300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,5400,128,https://pcpartpicker.com/product/zFD7YJ/toshiba-p300-2-tb-35-5400rpm-internal-hard-drive-hdwd220ezsta
Toshiba HDEPS10GEA51F,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/W84BD3/toshiba-6-tb-35-7200rpm-internal-hard-drive-hdeps10gea51f
Seagate Exos 7E10 4Kn,N/A,Seagate,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/vqZ9TW/seagate-exos-7e10-4kn-8-tb-35-7200rpm-internal-hard-drive-st8000nm002b
Seagate Exos 7E10 4Kn,N/A,Seagate,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/XYD7YJ/seagate-exos-7e10-4kn-6-tb-35-7200rpm-internal-hard-drive-st6000nm004b
Seagate Exos 7E10 4Kn,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,7200,256,https://pcpartpicker.com/product/hmM48d/seagate-exos-7e10-4kn-4-tb-35-7200rpm-internal-hard-drive-st4000nm004b
Seagate Exos 7E10 4Kn,N/A,Seagate,3.5,SATA 6.0 Gb/s,2,7200,256,https://pcpartpicker.com/product/H8t9TW/seagate-exos-7e10-4kn-2-tb-35-7200rpm-internal-hard-drive-st2000nm004b
Seagate Constellation.2,N/A,Seagate,2.5,SATA 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/tyGkcf/seagate-internal-hard-drive-st9500622ns
Seagate Constellation ES.2,N/A,Seagate,3.5,SAS 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/4KjG3C/seagate-internal-hard-drive-st32000645ss
Seagate Barracuda ES.2,N/A,Seagate,3.5,SATA 3.0 Gb/s,0.25,7200,32,https://pcpartpicker.com/product/YBMTwP/seagate-barracuda-es2-250-gb-35-7200rpm-internal-hard-drive-st3250310ns
Western Digital AV,N/A,Western Digital,3.5,PATA 100,0.32,7200,8,https://pcpartpicker.com/product/n3xfrH/western-digital-internal-hard-drive-wd3200avjb
Seagate Constellation ES,N/A,Seagate,3.5,SATA 6.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/MJLypg/seagate-internal-hard-drive-st1000nm0031
Western Digital AV-GP,N/A,Western Digital,3.5,SATA 3.0 Gb/s,1.5,5400,64,https://pcpartpicker.com/product/4Nh9TW/western-digital-internal-hard-drive-wd15eurs
Seagate BarraCuda,N/A,Seagate,3.5,SATA 3.0 Gb/s,0.16,7200,8,https://pcpartpicker.com/product/GjV48d/seagate-internal-hard-drive-st3160318as
Seagate ST3250412CS,N/A,Seagate,3.5,SATA 3.0 Gb/s,0.25,5900,16,https://pcpartpicker.com/product/8zJtt6/seagate-250-gb-35-5900rpm-internal-hard-drive-st3250412cs
Western Digital RE4,N/A,Western Digital,3.5,SATA 3.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/8TK7YJ/western-digital-internal-hard-drive-wd2003fyys02w0b1
Hitachi Ultrastar,N/A,Hitachi,2.5,SAS 12.0 Gb/s,0.9,10500,128,https://pcpartpicker.com/product/R28j4D/hitachi-ultrastar-900-gb-25-10500rpm-internal-hard-drive-0b27975
Hitachi Ultrastar,N/A,Hitachi,3.5,SATA 3.0 Gb/s,2,7200,32,https://pcpartpicker.com/product/Qt7v6h/hitachi-ultrastar-2tb-35-7200rpm-internal-hard-drive-0f10629
Hitachi Ultrastar,N/A,Hitachi,3.5,SAS 12.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/r3448d/hitachi-hgst-ultrastar-4tb-35-7200rpm-internal-hard-drive-0f22805
Hitachi Ultrastar,N/A,Hitachi,3.5,SAS 12.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/WWtQzy/hitachi-hgst-ultrastar-2tb-35-7200rpm-internal-hard-drive-0f22809
Hitachi 0F22941,N/A,Hitachi,3.5,SAS 12.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/B897YJ/hitachi-4tb-35-7200rpm-internal-hard-drive-0f22941
Hitachi Travelstar,N/A,Hitachi,2.5,SATA 6.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/B2XfrH/hitachi-internal-hard-drive-0j26055
Hitachi Ultrastar,N/A,Hitachi,3.5,SAS 12.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/Y4MwrH/hitachi-hgst-ultrastar-2tb-35-7200rpm-internal-hard-drive-0f22958
Hitachi 0F23006,N/A,Hitachi,3.5,SAS 12.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/f6DJ7P/hitachi-4tb-35-7200rpm-internal-hard-drive-0f23006
Hitachi Ultrastar,N/A,Hitachi,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/Lh3H99/hitachi-ultrastar-6-tb-35-7200rpm-internal-hard-drive-0f23021
Hitachi 0F23090,N/A,Hitachi,3.5,SAS 12.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/w9c48d/hitachi-4tb-35-7200rpm-internal-hard-drive-0f23090
Hitachi Ultrastar,N/A,Hitachi,3.5,SATA 6.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/C3448d/hitachi-hgst-ultrastar-2tb-35-7200rpm-internal-hard-drive-0f23092
Hitachi Ultrastar He8,N/A,Hitachi,3.5,SAS 12.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/PMVD4D/hitachi-hgst-ultrastar-he8-6tb-35-7200rpm-internal-hard-drive-0f23650
Hitachi Ultrastar He8,N/A,Hitachi,3.5,SAS 12.0 Gb/s,8,7200,128,https://pcpartpicker.com/product/vgBTwP/hitachi-hgst-ultrastar-he8-8tb-35-7200rpm-internal-hard-drive-0f23662
Hitachi 0F23663,N/A,Hitachi,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/XTYLrH/hitachi-6tb-35-7200rpm-internal-hard-drive-0f23663
Hitachi Ultra,N/A,Hitachi,3.5,SATA 6.0 Gb/s,8,7200,128,https://pcpartpicker.com/product/h4MwrH/hitachi-hgst-ultra-8tb-35-7200rpm-internal-hard-drive-0f23666
Western Digital AV-25,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.5,5400,16,https://pcpartpicker.com/product/PRDwrH/western-digital-internal-hard-drive-wd5000luctoem
Western Digital AV-25,N/A,Western Digital,2.5,SATA 3.0 Gb/s,1,5400,16,https://pcpartpicker.com/product/J6CwrH/western-digital-internal-hard-drive-wd10juctoem
Hitachi HITACHI-0F12460,N/A,Hitachi,3.5,SATA 6.0 Gb/s,3,5400,32,https://pcpartpicker.com/product/gkxfrH/hitachi-internal-hard-drive-hitachi0f12460
Hitachi Ultrastar He10,N/A,Hitachi,3.5,SAS 12.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/FBL48d/hitachi-hgst-ultrastar-he10-8tb-35-7200rpm-internal-hard-drive-0f27457
Hitachi 0F30144,$345.99 ,Hitachi,3.5,SAS 12.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/VshKHx/hitachi-12tb-35-7200rpm-internal-hard-drive-0f30144
Axiom HD250SATA7-AX,N/A,Axiom,2.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/QtMFf7/axiom-internal-hard-drive-hd250sata7ax
Seagate Constellation.2,N/A,Seagate,2.5,SATA 6.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/QPCwrH/seagate-internal-hard-drive-st91000641ns
Hitachi Travelstar Z5K500,N/A,Hitachi,2.5,SATA 6.0 Gb/s,0.5,5400,N/A,https://pcpartpicker.com/product/KCdxFT/hitachi-travelstar-z5k500-500-gb-25-5400rpm-internal-hard-drive-0j23355
Western Digital AV-GP,N/A,Western Digital,3.5,SATA 3.0 Gb/s,2.5,5400,64,https://pcpartpicker.com/product/8ZphP6/western-digital-internal-hard-drive-wd25eurs
Western Digital Purple,$288.97+,Western Digital,3.5,SATA 6.0 Gb/s,8,5400,128,https://pcpartpicker.com/product/6JM323/western-digital-internal-hard-drive-wd80puzx
Western Digital RE,N/A,Western Digital,3.5,SATA 6.0 Gb/s,5,7200,128,https://pcpartpicker.com/product/QPVBD3/western-digital-internal-hard-drive-wd5001fsyz
Seagate Momentus Thin,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/hKw323/seagate-internal-hard-drive-st250lt014
Hitachi Ultrastar 7K6000,N/A,Hitachi,3.5,SAS 12.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/RkdFf7/hitachi-internal-hard-drive-hus726040al52100f22795
Western Digital Xe,N/A,Western Digital,3.5,SAS 6.0 Gb/s,0.6,10000,32,https://pcpartpicker.com/product/nsw323/western-digital-internal-hard-drive-wd6001hkhg
Western Digital Xe,N/A,Western Digital,3.5,SAS 6.0 Gb/s,0.9,10000,32,https://pcpartpicker.com/product/NkxfrH/western-digital-internal-hard-drive-wd9001hkhg
Seagate Constellation.2,N/A,Seagate,2.5,SATA 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/2b3RsY/seagate-internal-hard-drive-st9500621ns
Western Digital AV,N/A,Western Digital,3.5,SATA 6.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/MTK7YJ/western-digital-internal-hard-drive-wd2500avkx
Hitachi Ultrastar C10K900,N/A,Hitachi,2.5,SAS 6.0 Gb/s,0.3,10000,64,https://pcpartpicker.com/product/QCNp99/hitachi-internal-hard-drive-huc109030css600
Seagate ST1000NX0363,N/A,Seagate,2.5,SAS 12.0 Gb/s,1,7200,128,https://pcpartpicker.com/product/fP38TW/seagate-internal-hard-drive-st1000nx0363
Seagate Exos 7E8 4Kn,N/A,Seagate,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/xzVmP6/seagate-exos-7e8-4kn-6-tb-35-7200rpm-internal-hard-drive-st6000nm022a
Seagate Exos 7E8 512n,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,7200,256,https://pcpartpicker.com/product/kNbTwP/seagate-exos-7e8-512n-4-tb-35-7200rpm-internal-hard-drive-st4000nm013a
Toshiba MK1661GSYB,N/A,Toshiba,3.5,SATA 3.0 Gb/s,0.16,7200,16,https://pcpartpicker.com/product/zX8Zxr/toshiba-internal-hard-drive-mk1661gsyb
Seagate Exos 7E8 512n,N/A,Seagate,3.5,SATA 6.0 Gb/s,1,7200,256,https://pcpartpicker.com/product/2dhFf7/seagate-exos-7e8-512n-1-tb-35-7200rpm-internal-hard-drive-st1000nm002a
Seagate Exos 7E8 512e,N/A,Seagate,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/bJ3gXL/seagate-exos-7e8-512e-8-tb-35-7200rpm-internal-hard-drive-st8000nm016a
